Pid,Title,Category,Subcategory,weekday,hour,image,label
263874,pumpkin patch 033,Holiday&Celebrations,Halloween,2,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/34585@N31/263874.jpg,4.86
258994,5x7 Rachel Family 10-27-15-0934,Holiday&Celebrations,Halloween,1,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/34703@N41/258994.jpg,12.24
1061943,New York,Electronics,Electronics,3,17,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/66947@N75/1061943.jpg,9.56
340351,IMG_2387,Holiday&Celebrations,Christmas,6,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/40999@N72/340351.jpg,3.17
533747,Prnu river,Animal,Insects,6,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/45201@N83/533747.jpg,3.32
241234,DSCN3983 (1024x881,Travel&Active&Sports,Football,2,22,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/32431@N46/241234.jpg,5.17
615569,501-6738 1,Electronics,Electronics,0,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/58824@N29/615569.jpg,1.0
171410,MC 2015 Day 2 221,Social&People,Good,6,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/25918@N25/171410.jpg,2.58
315086,IMG_8298 a,Whether&Season,Winter,6,0,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/39093@N5/315086.jpg,10.79
222483,263-365 2015: Aural,Fashion,Piercings,6,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/31919@N95/222483.jpg,8.09
1059427,IMG_0092,Travel&Active&Sports,"Health,Fitness",4,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/92561@N53/1059427.jpg,2.0
1097615,Undergraduate Reading,Entertainment,Books,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/97794@N47/1097615.jpg,2.32
385299,IMG_5862,Travel&Active&Sports,Basketball,5,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/47500@N4/385299.jpg,7.09
222095,Watching,Animal,Fish,5,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/18148@N73/222095.jpg,6.64
339831,FPL BUTER    #streetart #street #streetphotography #TagsForLikes.com #sprayart #urban #urbanart #urbanwalls #wall #wallporn #graffitiigers #stencilart #art #graffiti #instagraffiti #instagood #artwork #mural #graffitiporn #photooftheday #stencil #streetar,Urban,StreetArt,2,22,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/26893@N4/339831.jpg,10.56
161415,Bottoms up!,Travel&Active&Sports,Football,0,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/24519@N20/161415.jpg,8.79
283812,MotorShowEssen,Travel&Active&Sports,Cars,5,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38607@N73/283812.jpg,6.73
399756,Carina Nebula,Whether&Season,Sunny,0,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30721@N35/399756.jpg,10.15
378548,Who designed this bridge? He also designed something in Paris and New York. #portugal ------------------------------------------- #NatGeoTravel #lp #expediapic #rtw #tripnatics #lovetheworld #traveller #igtravelers #travelling #beautifuldestinations #trav,Entertainment,Books,0,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/27566@N35/378548.jpg,5.73
517619,Chumped,Food,Drinks,5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/55391@N35/517619.jpg,5.32
394542,Angie,Travel&Active&Sports,"Health,Fitness",2,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/47064@N65/394542.jpg,6.04
226175,"Fun times in Camp Verde, AZ",Holiday&Celebrations,Party,5,15,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/32338@N94/226175.jpg,3.81
175611,Beaver,Travel&Active&Sports,Football,2,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/26437@N21/175611.jpg,9.16
906610,Orange Intensity,Whether&Season,Sunny,2,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/96579@N72/906610.jpg,8.72
357554,Fire eye-drant,Holiday&Celebrations,New,3,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36084@N49/357554.jpg,5.86
355164,Hawaii Belt Road,Fashion,Hair,0,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/34514@N81/355164.jpg,4.86
225152,251264_master,Travel&Active&Sports,Cheerleading,4,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30837@N14/225152.jpg,5.75
265445,YAP,Travel&Active&Sports,Bodybuilding,6,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30452@N59/265445.jpg,9.84
263566,_MG_0183,Travel&Active&Sports,San,0,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36565@N65/263566.jpg,2.81
401483,70,Travel&Active&Sports,Bodybuilding,1,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/47925@N95/401483.jpg,4.95
325609,My Melody 1 rs,Entertainment,Music,4,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/43271@N60/325609.jpg,5.81
402188,Ty Segall & the Muggers,Fashion,Fashion,1,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/34523@N12/402188.jpg,7.57
214388,[FIU] Summer 2015 Chapman Graduation Celebration,Holiday&Celebrations,Wedding,0,18,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/27567@N19/214388.jpg,7.29
994044,NIS_2117,Travel&Active&Sports,Skateboarding,6,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/89478@N84/994044.jpg,4.95
718339,Australia,Holiday&Celebrations,Christmas,5,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/47779@N96/718339.jpg,5.21
192843,G0761529.jpg,Animal,Fish,0,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/27778@N63/192843.jpg,7.18
195427,Chicago Stanley Cup Champions,Travel&Active&Sports,Hockey,3,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/3950@N98/195427.jpg,7.47
323266,LA2SEA-0248,Food,Drinks,4,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/1516@N45/323266.jpg,5.21
313781,D3087-Simetra interior,Travel&Active&Sports,Gymnastics,2,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/24079@N24/313781.jpg,8.09
264618,Muslim boy,Electronics,Electronics,6,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/32549@N84/264618.jpg,9.76
342793,"Empty Bowls Project 2016 (Saline, Michigan",Food,Dessert,3,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/16845@N80/342793.jpg,6.82
325178,Kurani ware and hello kitty Chan ????nice blend of modern and trad Japan ?????,Fashion,Makeup,5,20,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/39382@N89/325178.jpg,4.52
396907,Rainy day,Whether&Season,Raining,5,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/43387@N20/396907.jpg,9.64
382840,Behind-the-scenes of our very first makeup tutorial shoot with the amazing @claire_rene_! ???? #RaeLynns #RaeLynnsProm #RaeLynnsBTQ #indyboutiques #shoplocal #behindthescenes,Fashion,OOTD,2,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/39157@N89/382840.jpg,3.7
274002,Sandwich,Food,Dessert,1,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36509@N49/274002.jpg,4.52
879475,Prepare,Social&People,"Good,Morning",5,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/34888@N79/879475.jpg,5.67
411521,ARTS-DE-LA-TABLE-FESTIVITES-ANTI-STRESS-EVENEMENTS-PROMTIONS-MANIFESTATIONS-CONFERANCES-FESTIVALS_Page_13,Fashion,Bracelets,2,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/48044@N51/411521.jpg,3.81
903659,Thanksgiving Mass with Bishop Paul Tighe in Irish College,Holiday&Celebrations,Thanksgiving,6,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/45679@N60/903659.jpg,3.32
558366,Punting #4,Whether&Season,Summer,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/68708@N78/558366.jpg,7.7
347851,Whitehorse Carols 2015 [Performers]-018,Holiday&Celebrations,Christmas,6,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/42134@N23/347851.jpg,4.0
217121,Hackney Wick Street Art,Urban,StreetArt,2,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/25954@N41/217121.jpg,7.82
352752,little rundle street art party - 2120138,Urban,StreetArt,4,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/16309@N3/352752.jpg,8.33
408311,UTH - The Walking Dead: The Living and the Dead,Holiday&Celebrations,Halloween,5,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/48383@N16/408311.jpg,5.17
901775,Sawley Reflection,Social&People,"Good,Morning",4,0,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/75350@N63/901775.jpg,4.91
341739,20151228-P1050187.jpg,Holiday&Celebrations,New,0,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/6368@N51/341739.jpg,5.86
1072909,Weston-Northwest Catholic Girls Tennis,Travel&Active&Sports,Sports,5,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/92358@N76/1072909.jpg,6.04
198441,IAE Rideout - 2015 - Miami,Travel&Active&Sports,Motorcycles,4,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/28283@N75/198441.jpg,8.2
241621,IMG_9580,Urban,Architecture,0,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/34217@N14/241621.jpg,5.21
850028,#28 IkeKeeler Datsun510-1,Travel&Active&Sports,Cars,6,0,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/65251@N24/850028.jpg,2.0
898807,Tobbi in the Evening II,Animal,Cats,3,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/70777@N71/898807.jpg,6.43
631272,Hindu Ceremony at Lake Batur,Whether&Season,Raining,3,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/59559@N4/631272.jpg,5.64
950733,Untitled,Urban,Architecture,1,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/13345@N81/950733.jpg,4.0
243091,Sumo Groenhain 2015,Travel&Active&Sports,Motorcycles,6,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33082@N30/243091.jpg,10.01
157207,IMG_0081,Animal,Horses,1,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/22612@N56/157207.jpg,5.83
726623,Light House,Holiday&Celebrations,Thanksgiving,5,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/74568@N86/726623.jpg,4.81
268474,Halloween(light painting,Holiday&Celebrations,Halloween,3,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37107@N98/268474.jpg,9.05
768826,Lines,Whether&Season,Cloudy,5,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/52987@N40/768826.jpg,6.29
370077,IMG_3209-26,Entertainment,Video&Games,5,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/44570@N75/370077.jpg,3.58
271597,_MG_0555bw,Travel&Active&Sports,San,1,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36565@N65/271597.jpg,3.0
212895,Bruernish,Whether&Season,Sunny,5,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/11143@N18/212895.jpg,6.63
312206,STATION | #station #sunrise #latergram...,Urban,Architecture,4,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/39078@N40/312206.jpg,3.81
755680,DSC03200,Electronics,Electronics,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/64806@N2/755680.jpg,4.17
927695,El Golfo,Travel&Active&Sports,Travel,0,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/75851@N69/927695.jpg,4.0
222192,Cruise Culture - Carmarthen,Travel&Active&Sports,Cheerleading,6,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30856@N79/222192.jpg,7.06
550178,Christmas tree,Holiday&Celebrations,Christmas,2,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/16829@N28/550178.jpg,3.17
329375,Fairy Doll - Android & iOS apps - Free,Holiday&Celebrations,Halloween,6,14,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/39508@N76/329375.jpg,6.6
306013,Well known story in Japan Konjiki Yasha,Fashion,Makeup,5,17,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/39382@N89/306013.jpg,3.0
908399,????????&??|????,Holiday&Celebrations,Wedding,5,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/73338@N76/908399.jpg,4.46
437368,Coworking Travel in Bali,Food,Dessert,6,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/51173@N99/437368.jpg,2.32
228267,Fiddlesticks & Delilah,Family,Babies,1,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/25535@N90/228267.jpg,3.81
390340,IMG_3669.jpg,Entertainment,Music,3,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/42995@N73/390340.jpg,3.91
245008,QB Drew Hare,Travel&Active&Sports,Football,5,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/26972@N32/245008.jpg,5.86
593567,Tamara,Fashion,Fashion,0,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/18443@N66/593567.jpg,12.86
214257,killer generation,Fashion,OOTD,1,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/20702@N57/214257.jpg,9.62
313278,Sign of the Times,Holiday&Celebrations,Thanksgiving,3,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/41894@N31/313278.jpg,9.87
241785,Autumn stage ready,Whether&Season,Sunny,4,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/27738@N77/241785.jpg,12.59
527956,Baskin Robbins in whittier,Food,Dessert,6,23,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/66185@N10/527956.jpg,3.0
346423,Noms,Food,Dessert,5,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/25535@N90/346423.jpg,5.49
339617,IMG2_5944,Fashion,Jewelry,6,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/44332@N57/339617.jpg,2.32
249274,#Roma,Whether&Season,Sunny,4,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/34100@N87/249274.jpg,3.91
285932,The very gothic chalmers in Launceston - its been done up inside in a very stylish way by local designers walker designs : #upsticksandgo #launceston #gothic #architecture #chalmers #travel #travelgram #travelpics #michfrost #discovertasmania #tassie #i,Travel&Active&Sports,Travel,5,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/20188@N85/285932.jpg,6.17
284245,Mexican Beer,Food,Drinks,0,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38649@N36/284245.jpg,4.09
192639,IMG_5644,Entertainment,Books,0,14,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/28522@N62/192639.jpg,4.58
211508,Last Quarter Moon 7th August 2015,Whether&Season,Sunny,3,21,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/23152@N72/211508.jpg,10.05
299988,DSCN1834_zpso8xgbise,Travel&Active&Sports,Cheerleading,0,15,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37953@N34/299988.jpg,8.69
212334,DSC_1334,Holiday&Celebrations,Wedding,3,23,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/24182@N55/212334.jpg,7.01
366033,"20150514_05 Kaho, Masami Nagasawa, & Suzu Hirose | The Cannes Film Festival 2015 | Cannes, France",Entertainment,Movies,3,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/14964@N63/366033.jpg,7.57
200136,2015 RS BC 5 Peaks BC Cypress-177,Travel&Active&Sports,Running,5,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/28473@N60/200136.jpg,8.37
303590,20150811_140741,Holiday&Celebrations,Christmas,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38549@N7/303590.jpg,5.39
311503,Beers for the holidays,Food,Drinks,4,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38781@N8/311503.jpg,4.95
295346,one eye character,Fashion,Makeup,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38614@N47/295346.jpg,6.93
336857,1. new beginning,Food,Tea,3,21,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/43198@N60/336857.jpg,8.51
327201,Christmas Day,Social&People,Friends,5,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/39984@N58/327201.jpg,6.27
872871,***,Whether&Season,Spring,0,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/76968@N59/872871.jpg,8.24
430673,Mad Hatter,Food,Tea,3,19,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/26657@N18/430673.jpg,7.97
826318,The Watchman,Travel&Active&Sports,Skateboarding,5,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/91458@N50/826318.jpg,7.2
166096,18/4/15 #scotland  #beach #summer #seamill #photography #canon #canon600d #reflection #toms #lightroom #sunglasses #InstaSize,Fashion,Makeup,0,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/25170@N39/166096.jpg,6.83
282466,Marc Mrquez. Honda Thanks Day,Holiday&Celebrations,Thanksgiving,0,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38461@N81/282466.jpg,11.12
408122,UTH: Freddy vs. Jason,Holiday&Celebrations,Halloween,5,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/48383@N16/408122.jpg,4.39
1073173,Joe Budd WMA (211),Animal,Fish,5,0,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/53562@N97/1073173.jpg,2.0
760152,DSC06768,Holiday&Celebrations,Party,3,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/55466@N19/760152.jpg,5.86
303184,Lydmor,Entertainment,Music,5,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36892@N3/303184.jpg,8.96
1049505,Goodbye Muhammad Ali  cc214.02.1,Travel&Active&Sports,Motorcycles,4,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/88196@N27/1049505.jpg,3.32
433633,SUPRA Demo,Travel&Active&Sports,Skateboarding,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/50811@N92/433633.jpg,5.61
190863,IMG_5283-150624,Entertainment,Movies,2,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/27345@N95/190863.jpg,5.32
435053,Utah Fashion Week 2016 Afternoon Melody Noy-2817,Entertainment,Music,5,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/4044@N58/435053.jpg,5.49
240300,"Vintage Trouble - September 25, 2015 - AT&T Park",Travel&Active&Sports,Cars,4,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/22592@N41/240300.jpg,8.79
191125,Volleyball Nationals in #NOLA #usavolleyball #spiralvolleyball #clubvolleyball #neworleans #girlssports #girls #girlsvolleyball #girlsrule #beautifulgirls #sports #funtimes #goodtimes #volleyball #vacation #drinking,Holiday&Celebrations,Party,4,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/19667@N93/191125.jpg,10.93
261882,endlich,Travel&Active&Sports,Skateboarding,1,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36406@N10/261882.jpg,2.81
241368,DSC03263,Travel&Active&Sports,Skateboarding,6,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/32905@N77/241368.jpg,7.08
436587,20160306183825_870,Fashion,Hair,5,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/34081@N17/436587.jpg,8.96
353541,Cezanne Tattoo Ink 2015,Fashion,Tattoos,3,15,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/42671@N22/353541.jpg,7.77
506037,bombonera #boca #bocajuniors #architecture #building...,Urban,Architecture,0,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/63592@N20/506037.jpg,5.43
858617,???,Travel&Active&Sports,Motorcycles,0,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/91100@N83/858617.jpg,6.25
662520,"Crossfit in Simrishamn, Sweden.",Travel&Active&Sports,Bodybuilding,4,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36515@N35/662520.jpg,5.83
413118,UTH: Freddy vs. Jason,Holiday&Celebrations,Halloween,5,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/48383@N16/413118.jpg,4.46
169137,Cactus Family on the Way,Travel&Active&Sports,Football,0,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/23454@N88/169137.jpg,7.46
351924,FrankfurtGraffiti - DKN - deftige Knospen,Urban,StreetArt,0,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/42506@N89/351924.jpg,5.75
200582,IMG_6060,Entertainment,Books,0,14,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/28522@N62/200582.jpg,5.39
176380,Silver BMW E28 5-Series,Fashion,Piercings,1,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/25783@N41/176380.jpg,8.72
653383,"Palace Theatre, Greensburg, PA",Entertainment,Movies,4,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/3867@N6/653383.jpg,6.85
178125,Fox and Sakura,Social&People,"Good,Morning",6,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/26030@N54/178125.jpg,8.11
652181,692A5107,Holiday&Celebrations,Thanksgiving,5,10,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/60652@N72/652181.jpg,3.91
261041,20151104-PENTAX K-5-IMGP3165-2.jpg,Fashion,Tattoos,2,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/32780@N85/261041.jpg,6.09
216603,2015-08-26---Sky,Whether&Season,Raining,5,23,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/31130@N42/216603.jpg,4.58
487799,Girl Life in Tenerife,Fashion,"Girls,Fashion",6,2,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/56078@N51/487799.jpg,5.13
187541,Tea-time in a garden,Food,Tea,4,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/6712@N96/187541.jpg,8.27
240552,JV v. Pedro M.-193,Travel&Active&Sports,Football,3,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/32356@N66/240552.jpg,5.49
303481,Match D2 EV - Villard de Lans 05122015  - DiaposiTyph Photographie_023 [WEB],Travel&Active&Sports,Hockey,5,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/34159@N2/303481.jpg,5.43
593477,_DSC1928,Animal,Cats,5,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/66832@N48/593477.jpg,3.7
1094505,DR150904_0911D,Travel&Active&Sports,Hockey,4,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/10435@N76/1094505.jpg,6.11
320364,27,Social&People,Love,5,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/40714@N18/320364.jpg,9.08
704538,DSC_0447,Fashion,Bracelets,6,14,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/83233@N33/704538.jpg,3.58
188138,Acro,Travel&Active&Sports,Dance,6,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/15049@N67/188138.jpg,9.85
322616,Fireworks_020,Fashion,Nails,3,17,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/40933@N47/322616.jpg,2.0
492583,IMG_7326,Holiday&Celebrations,Thanksgiving,5,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/56383@N89/492583.jpg,3.7
170036,18: Repeat,Entertainment,Music,3,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/25787@N30/170036.jpg,8.32
